cgpa,avg_ca_score,avg_exam_score,attendance_rate,courses_registered,level,gender,department,performance_category
1.0,8.5,19.79,39.16,4.0,100.0,Female,Economics,At-Risk
4.38,27.02,60.6,77.93,6.0,500.0,Male,Electrical Engineering,Good
0.51,5.0,15.71,32.81,7.0,500.0,Female,Business Administration,At-Risk
2.79,12.41,39.08,72.94,5.0,500.0,Female,Medicine,Average
2.7,20.5,44.18,54.58,5.0,400.0,Female,Computer Science,Average
2.0,6.43,24.07,71.34,7.0,500.0,Male,Other,At-Risk
2.44,18.82,19.67,46.04,8.0,100.0,Male,Mass Communication,Average
4.01,30.0,58.32,94.31,6.0,500.0,Female,Medicine,Good
4.29,26.77,65.8,71.26,6.0,300.0,Male,Computer Science,Good
1.67,9.15,28.0,50.05,5.0,500.0,Male,Accounting,At-Risk
1.95,13.71,30.69,48.51,4.0,100.0,Female,Mass Communication,At-Risk
1.59,0.0,19.49,45.66,4.0,500.0,Male,Computer Science,At-Risk
2.66,17.47,30.78,69.93,8.0,300.0,Male,Law,Average
3.57,20.88,54.46,87.89,4.0,100.0,Female,Mass Communication,Good
1.53,8.91,24.79,60.23,8.0,300.0,Female,Computer Science,At-Risk
1.99,15.46,23.35,49.81,5.0,100.0,Female,Mechanical Engineering,At-Risk
4.69,27.75,70.0,88.08,7.0,100.0,Female,Medicine,Excellent
0.72,0.0,3.0,30.8,8.0,300.0,Male,Other,At-Risk
2.57,14.73,31.36,50.97,7.0,500.0,Male,Law,Average
3.7,22.55,64.92,62.96,7.0,100.0,Female,Accounting,Good
1.18,7.64,23.43,39.75,5.0,200.0,Female,Economics,At-Risk
0.71,5.09,7.12,41.05,6.0,200.0,Male,Accounting,At-Risk
1.12,11.93,18.01,24.34,7.0,300.0,Female,Economics,At-Risk
4.63,22.38,66.12,85.15,6.0,100.0,Female,Law,Excellent
0.54,4.13,0.0,51.66,4.0,400.0,Male,Computer Science,At-Risk
1.35,14.53,11.61,57.39,8.0,300.0,Female,Mechanical Engineering,At-Risk
0.64,0.0,8.56,31.84,4.0,500.0,Male,Computer Science,At-Risk
1.0,6.89,11.12,28.01,8.0,200.0,Male,Law,At-Risk
3.29,16.82,48.05,74.09,8.0,300.0,Female,Law,Average
1.59,7.67,31.26,25.87,4.0,100.0,Male,Computer Science,At-Risk
3.06,13.84,40.29,77.84,7.0,500.0,Male,Electrical Engineering,Average
3.16,18.09,35.72,65.73,7.0,500.0,Female,Mechanical Engineering,Average
4.32,30.0,63.11,100.0,5.0,200.0,Male,Mechanical Engineering,Good
0.52,0.0,4.69,18.99,8.0,300.0,Male,Accounting,At-Risk
4.34,20.19,59.51,91.26,4.0,500.0,Female,Accounting,Good
3.29,13.21,43.67,68.43,5.0,200.0,Male,Civil Engineering,Average
1.23,16.03,35.19,41.48,8.0,200.0,Female,Electrical Engineering,At-Risk
3.98,21.56,37.77,64.04,7.0,200.0,Male,Medicine,Good
4.35,25.97,57.79,88.15,4.0,400.0,Female,Law,Good
1.64,7.85,22.99,56.49,4.0,200.0,Male,Medicine,At-Risk
4.63,23.09,58.63,100.0,5.0,100.0,Female,Law,Excellent
2.55,14.09,42.83,70.62,4.0,100.0,Female,Other,Average
3.22,30.0,51.52,62.65,4.0,500.0,Female,Mass Communication,Average
4.93,30.0,68.65,79.13,6.0,500.0,Male,Medicine,Excellent
2.13,8.5,27.61,41.84,4.0,500.0,Male,Computer Science,At-Risk
4.16,28.19,57.33,94.64,5.0,200.0,Female,Civil Engineering,Good
1.93,7.44,26.22,45.41,5.0,300.0,Male,Business Administration,At-Risk
4.1,15.7,56.72,93.96,8.0,300.0,Female,Medicine,Good
3.2,24.32,43.34,73.69,8.0,300.0,Female,Mass Communication,Average
1.47,14.64,22.65,50.98,8.0,100.0,Female,Medicine,At-Risk
2.36,19.41,39.11,55.29,5.0,300.0,Male,Civil Engineering,At-Risk
1.93,9.23,17.17,59.76,6.0,100.0,Female,Law,At-Risk
0.85,4.28,3.52,40.06,6.0,200.0,Female,Medicine,At-Risk
0.63,7.55,0.0,33.92,8.0,200.0,Male,Law,At-Risk
2.06,14.31,35.76,61.67,7.0,400.0,Female,Economics,At-Risk
0.59,1.55,10.2,35.59,8.0,500.0,Male,Medicine,At-Risk
1.24,0.0,21.47,36.95,6.0,400.0,Male,Civil Engineering,At-Risk
3.76,23.15,41.25,81.16,8.0,300.0,Male,Business Administration,Good
3.69,27.51,65.89,73.6,7.0,300.0,Female,Civil Engineering,Good
3.82,16.95,48.66,80.77,7.0,300.0,Female,Mechanical Engineering,Good
1.93,14.76,28.33,48.59,7.0,100.0,Female,Medicine,At-Risk
4.51,28.69,69.91,71.97,5.0,500.0,Female,Business Administration,Excellent
3.17,22.78,36.52,85.42,7.0,500.0,Female,Electrical Engineering,Average
1.07,10.76,10.57,58.27,5.0,200.0,Male,Computer Science,At-Risk
1.15,3.41,17.49,52.6,7.0,100.0,Male,Mass Communication,At-Risk
3.62,13.63,70.0,69.55,5.0,100.0,Male,Business Administration,Good
1.28,5.0,20.3,42.34,7.0,400.0,Female,Economics,At-Risk
2.78,21.14,51.81,77.22,6.0,100.0,Male,Mass Communication,Average
4.96,27.07,70.0,86.02,7.0,100.0,Male,Electrical Engineering,Excellent
0.52,0.0,10.2,29.89,5.0,400.0,Male,Other,At-Risk
0.57,0.0,0.13,55.62,7.0,100.0,Female,Medicine,At-Risk
4.97,30.0,70.0,89.15,8.0,100.0,Female,Medicine,Excellent
3.13,22.91,31.85,85.25,4.0,100.0,Female,Business Administration,Average
1.07,10.28,27.8,28.87,5.0,400.0,Male,Medicine,At-Risk
4.54,30.0,65.13,89.64,7.0,200.0,Male,Mechanical Engineering,Excellent
4.46,29.65,41.26,100.0,8.0,200.0,Female,Civil Engineering,Good
2.91,16.26,38.06,65.25,7.0,400.0,Male,Other,Average
3.3,18.97,51.4,66.94,6.0,100.0,Female,Civil Engineering,Average
1.73,8.24,22.31,39.07,5.0,300.0,Female,Medicine,At-Risk
0.73,17.54,15.9,49.55,8.0,300.0,Male,Other,At-Risk
3.18,21.83,37.66,60.41,8.0,400.0,Female,Economics,Average
1.83,8.64,15.12,50.97,8.0,400.0,Male,Civil Engineering,At-Risk
3.49,23.25,48.24,59.49,5.0,400.0,Male,Mass Communication,Average
4.26,20.52,59.94,96.73,6.0,200.0,Female,Mass Communication,Good
0.58,11.01,5.36,48.53,5.0,100.0,Female,Accounting,At-Risk
3.18,15.78,54.35,67.85,8.0,300.0,Male,Electrical Engineering,Average
1.54,11.75,14.77,36.95,8.0,100.0,Female,Business Administration,At-Risk
4.43,30.0,64.56,98.55,4.0,300.0,Female,Business Administration,Good
1.64,11.77,23.52,46.04,5.0,400.0,Male,Mechanical Engineering,At-Risk
3.25,19.96,33.02,57.93,6.0,500.0,Female,Business Administration,Average
2.99,18.0,31.32,48.27,6.0,400.0,Female,Electrical Engineering,Average
2.28,13.41,32.05,50.93,6.0,500.0,Male,Medicine,At-Risk
3.55,18.41,65.54,58.05,5.0,300.0,Male,Business Administration,Good
3.77,20.35,57.36,68.96,7.0,300.0,Female,Law,Good
3.05,25.71,28.91,74.06,8.0,200.0,Male,Accounting,Average
3.91,22.93,29.9,73.2,8.0,400.0,Female,Medicine,Good
4.93,25.62,70.0,92.66,6.0,500.0,Female,Law,Excellent
2.39,11.74,32.64,51.41,8.0,200.0,Female,Electrical Engineering,At-Risk
2.82,22.4,48.55,64.44,7.0,100.0,Male,Business Administration,Average
0.56,6.71,0.74,55.88,4.0,100.0,Male,Law,At-Risk
4.08,27.29,59.95,75.5,7.0,400.0,Female,Economics,Good
2.84,15.76,46.54,67.94,5.0,400.0,Male,Mechanical Engineering,Average
2.34,16.88,29.12,42.37,7.0,100.0,Female,Mass Communication,At-Risk
0.92,2.32,9.52,56.28,7.0,100.0,Female,Mechanical Engineering,At-Risk
4.5,25.72,63.25,79.27,8.0,400.0,Female,Other,Excellent
2.28,18.51,36.23,67.84,8.0,200.0,Female,Medicine,At-Risk
3.57,25.8,49.89,71.63,8.0,300.0,Male,Civil Engineering,Good
1.17,2.12,24.2,50.18,6.0,200.0,Male,Mechanical Engineering,At-Risk
4.83,24.68,63.88,94.63,6.0,400.0,Male,Mass Communication,Excellent
1.3,8.36,7.61,41.11,6.0,400.0,Female,Accounting,At-Risk
1.4,17.02,35.39,57.69,8.0,100.0,Female,Law,At-Risk
4.37,16.61,56.28,74.8,5.0,100.0,Female,Mass Communication,Good
4.61,29.03,59.95,93.06,6.0,300.0,Female,Computer Science,Excellent
1.45,1.85,19.84,43.55,7.0,400.0,Male,Medicine,At-Risk
2.61,12.51,37.13,64.86,4.0,100.0,Female,Civil Engineering,Average
3.8,20.98,50.12,70.99,7.0,100.0,Male,Mass Communication,Good
4.45,24.61,62.2,83.93,5.0,400.0,Male,Mechanical Engineering,Good
2.21,10.57,30.56,45.72,5.0,300.0,Male,Computer Science,At-Risk
2.83,17.0,40.97,66.39,7.0,100.0,Male,Medicine,Average
3.84,20.35,34.87,76.49,4.0,400.0,Female,Economics,Good
3.79,15.43,68.11,70.08,4.0,100.0,Male,Economics,Good
4.02,28.04,55.15,77.73,6.0,200.0,Male,Mechanical Engineering,Good
3.06,22.15,47.55,68.12,6.0,400.0,Female,Accounting,Average
0.97,10.04,2.57,35.49,4.0,200.0,Female,Other,At-Risk
4.57,19.7,60.18,83.53,5.0,100.0,Male,Law,Excellent
4.4,27.87,56.15,72.69,5.0,500.0,Male,Other,Good
4.09,27.93,69.04,100.0,6.0,200.0,Female,Civil Engineering,Good
0.95,0.54,8.6,51.98,5.0,300.0,Female,Mass Communication,At-Risk
1.42,8.56,25.94,49.77,4.0,500.0,Male,Business Administration,At-Risk
3.85,22.5,48.64,87.88,6.0,500.0,Male,Other,Good
0.6,12.84,4.84,17.46,8.0,500.0,Male,Mass Communication,At-Risk
4.91,30.0,66.73,63.3,6.0,200.0,Male,Electrical Engineering,Excellent
2.2,4.86,41.03,52.37,5.0,500.0,Female,Other,At-Risk
3.74,30.0,37.2,61.06,6.0,100.0,Male,Economics,Good
4.49,22.39,52.39,81.56,4.0,200.0,Female,Law,Good
2.28,18.56,16.28,59.37,5.0,100.0,Male,Economics,At-Risk
1.94,16.47,18.41,62.44,6.0,300.0,Female,Mechanical Engineering,At-Risk
3.24,14.46,38.86,57.49,6.0,500.0,Female,Other,Average
3.11,21.15,30.69,71.37,6.0,400.0,Male,Electrical Engineering,Average
2.34,13.51,26.9,58.24,8.0,500.0,Female,Law,At-Risk
3.21,22.02,28.79,71.97,7.0,100.0,Female,Mechanical Engineering,Average
4.71,29.41,57.79,81.31,4.0,400.0,Female,Law,Excellent
2.6,21.61,46.06,75.08,6.0,400.0,Male,Business Administration,Average
1.39,8.69,22.62,45.59,6.0,300.0,Male,Mechanical Engineering,At-Risk
2.2,12.35,32.26,74.11,4.0,100.0,Female,Mechanical Engineering,At-Risk
2.27,19.12,23.81,49.38,5.0,100.0,Male,Civil Engineering,At-Risk
1.09,9.44,2.97,50.51,8.0,500.0,Female,Mass Communication,At-Risk
1.23,11.06,8.15,44.2,5.0,200.0,Female,Law,At-Risk
3.58,18.16,49.78,69.69,6.0,400.0,Male,Medicine,Good
2.03,6.94,35.33,60.65,5.0,500.0,Male,Economics,At-Risk
4.8,25.94,70.0,84.57,4.0,300.0,Female,Business Administration,Excellent
1.6,6.47,27.39,22.53,5.0,200.0,Male,Mass Communication,At-Risk
0.95,9.6,7.33,10.71,7.0,300.0,Male,Civil Engineering,At-Risk
3.89,28.22,54.67,89.41,8.0,200.0,Female,Other,Good
4.46,26.01,59.93,95.88,7.0,100.0,Male,Business Administration,Good
1.75,17.66,22.91,69.89,8.0,500.0,Male,Civil Engineering,At-Risk
1.41,15.3,36.03,46.74,7.0,200.0,Male,Accounting,At-Risk
1.34,9.23,4.61,33.11,7.0,400.0,Male,Law,At-Risk
2.85,12.98,38.01,59.99,6.0,400.0,Male,Medicine,Average
2.61,23.52,46.2,61.41,4.0,300.0,Male,Law,Average
1.67,9.7,11.62,39.94,6.0,300.0,Female,Computer Science,At-Risk
0.7,4.85,4.7,54.93,8.0,100.0,Male,Electrical Engineering,At-Risk
2.67,14.3,33.1,84.4,6.0,300.0,Female,Mass Communication,Average
4.82,24.45,65.65,92.59,7.0,400.0,Male,Other,Excellent
3.44,13.27,35.34,71.13,4.0,100.0,Female,Electrical Engineering,Average
2.73,19.54,42.98,49.81,5.0,200.0,Male,Mass Communication,Average
1.0,2.07,19.3,57.44,5.0,400.0,Female,Mechanical Engineering,At-Risk
1.64,25.11,26.97,50.39,5.0,500.0,Male,Other,At-Risk
1.83,5.53,18.61,49.03,8.0,200.0,Female,Other,At-Risk
3.94,17.36,55.87,82.11,6.0,500.0,Female,Medicine,Good
4.45,29.22,55.04,77.49,7.0,100.0,Male,Mechanical Engineering,Good
4.56,30.0,61.14,86.16,7.0,300.0,Female,Law,Excellent
4.93,29.91,70.0,74.74,6.0,500.0,Male,Electrical Engineering,Excellent
4.92,30.0,69.65,99.92,8.0,300.0,Male,Civil Engineering,Excellent
4.79,19.51,57.54,86.42,5.0,300.0,Male,Medicine,Excellent
0.82,1.55,12.97,51.47,4.0,100.0,Female,Computer Science,At-Risk
1.12,1.35,4.87,41.43,7.0,300.0,Female,Business Administration,At-Risk
1.87,1.75,16.59,51.08,7.0,300.0,Female,Law,At-Risk
2.99,18.51,33.5,53.73,5.0,500.0,Female,Electrical Engineering,Average
0.94,0.0,9.56,48.83,8.0,200.0,Female,Business Administration,At-Risk
4.31,19.23,67.78,72.91,4.0,200.0,Female,Computer Science,Good
3.28,16.97,50.48,64.44,5.0,400.0,Female,Medicine,Average
2.94,13.49,45.35,65.3,4.0,500.0,Male,Computer Science,Average
1.24,9.45,8.62,46.14,4.0,200.0,Female,Civil Engineering,At-Risk
1.64,11.37,18.62,32.61,7.0,400.0,Male,Accounting,At-Risk
1.22,11.8,19.28,42.35,7.0,500.0,Male,Mechanical Engineering,At-Risk
4.33,29.76,55.65,89.96,7.0,400.0,Female,Mechanical Engineering,Good
3.13,24.48,41.58,63.76,8.0,300.0,Male,Mass Communication,Average
3.81,22.84,56.84,73.45,4.0,200.0,Male,Law,Good
1.83,12.51,22.86,53.61,7.0,200.0,Female,Computer Science,At-Risk
2.17,15.58,32.2,54.79,4.0,100.0,Female,Mass Communication,At-Risk
2.32,14.64,45.25,47.56,8.0,100.0,Male,Accounting,At-Risk
3.92,21.53,53.51,76.68,7.0,300.0,Male,Electrical Engineering,Good
3.98,22.19,65.09,87.65,7.0,100.0,Male,Mass Communication,Good
1.43,4.5,24.5,36.66,6.0,100.0,Male,Civil Engineering,At-Risk
4.74,30.0,54.58,83.1,5.0,400.0,Male,Civil Engineering,Excellent
1.04,5.79,5.78,28.7,7.0,100.0,Female,Electrical Engineering,At-Risk
4.53,23.88,56.79,93.8,8.0,100.0,Male,Mass Communication,Excellent
0.95,2.4,6.49,40.5,4.0,300.0,Female,Civil Engineering,At-Risk
1.69,4.09,22.94,41.78,8.0,500.0,Male,Economics,At-Risk
4.31,30.0,65.25,82.63,7.0,400.0,Female,Mechanical Engineering,Good
1.31,8.24,28.35,33.66,4.0,100.0,Female,Mass Communication,At-Risk
2.36,9.85,35.52,48.0,8.0,100.0,Male,Law,At-Risk
2.52,19.19,31.78,45.69,4.0,400.0,Female,Accounting,Average
1.6,6.82,5.79,38.58,7.0,400.0,Male,Civil Engineering,At-Risk
3.7,15.14,52.31,87.93,4.0,200.0,Female,Medicine,Good
4.33,30.0,60.84,74.64,4.0,500.0,Female,Accounting,Good
4.44,23.93,63.56,87.89,7.0,500.0,Female,Other,Good
2.03,10.12,45.23,45.96,7.0,400.0,Female,Medicine,At-Risk
2.89,17.54,50.37,72.26,7.0,400.0,Female,Computer Science,Average
1.62,15.42,28.93,39.15,5.0,400.0,Male,Mass Communication,At-Risk
1.6,9.71,14.73,49.61,8.0,100.0,Male,Mechanical Engineering,At-Risk
1.23,1.36,13.06,45.24,4.0,400.0,Female,Civil Engineering,At-Risk
4.73,30.0,65.46,100.0,8.0,500.0,Female,Business Administration,Excellent
4.5,24.55,56.74,90.26,5.0,200.0,Male,Mechanical Engineering,Good
4.0,30.0,59.98,72.05,7.0,100.0,Female,Other,Good
2.83,16.97,42.47,70.8,8.0,200.0,Male,Other,Average
2.71,5.07,29.2,83.87,5.0,200.0,Male,Electrical Engineering,Average
2.88,19.09,49.95,48.31,6.0,500.0,Female,Civil Engineering,Average
2.91,27.21,41.62,56.55,8.0,300.0,Female,Business Administration,Average
2.46,22.61,20.54,57.1,8.0,400.0,Female,Medicine,Average
1.09,15.71,14.89,38.94,5.0,500.0,Female,Economics,At-Risk
1.07,1.29,17.17,39.46,6.0,400.0,Male,Medicine,At-Risk
4.79,30.0,70.0,74.38,5.0,400.0,Female,Computer Science,Excellent
2.67,12.4,34.67,76.07,6.0,500.0,Male,Accounting,Average
4.79,29.86,70.0,73.25,5.0,400.0,Female,Mechanical Engineering,Excellent
1.24,1.05,18.8,42.83,4.0,200.0,Female,Mechanical Engineering,At-Risk
2.99,14.75,31.41,76.4,8.0,400.0,Male,Law,Average
1.43,5.23,8.76,46.91,7.0,200.0,Female,Electrical Engineering,At-Risk
1.64,14.33,31.93,39.88,6.0,200.0,Male,Computer Science,At-Risk
0.64,7.82,18.46,24.14,4.0,400.0,Female,Accounting,At-Risk
1.04,7.6,17.08,40.12,4.0,200.0,Male,Law,At-Risk
4.63,21.0,70.0,77.94,6.0,100.0,Male,Accounting,Excellent
1.95,10.12,35.71,55.42,7.0,500.0,Female,Electrical Engineering,At-Risk
3.24,15.69,50.78,54.82,5.0,300.0,Female,Law,Average
2.59,19.9,29.01,69.24,7.0,400.0,Male,Business Administration,Average
2.3,19.7,46.08,58.78,5.0,500.0,Female,Medicine,At-Risk
2.89,22.64,44.8,66.62,4.0,400.0,Female,Mechanical Engineering,Average
1.34,4.28,15.71,60.52,6.0,400.0,Female,Other,At-Risk
4.95,15.99,63.94,85.01,4.0,400.0,Female,Civil Engineering,Excellent
4.18,16.26,60.61,72.93,4.0,200.0,Male,Other,Good
3.84,30.0,40.35,70.57,4.0,500.0,Female,Business Administration,Good
2.61,13.65,42.13,59.39,5.0,400.0,Female,Law,Average
1.19,3.37,9.0,43.35,6.0,100.0,Female,Accounting,At-Risk
4.64,30.0,67.97,77.41,8.0,100.0,Female,Computer Science,Excellent
2.04,18.54,24.33,34.2,5.0,500.0,Female,Electrical Engineering,At-Risk
0.73,4.48,8.04,33.1,4.0,500.0,Female,Business Administration,At-Risk
2.04,10.78,22.52,58.09,4.0,500.0,Female,Mechanical Engineering,At-Risk
4.08,23.79,55.76,80.26,5.0,100.0,Female,Economics,Good
3.3,20.95,61.35,81.62,5.0,500.0,Female,Electrical Engineering,Average
3.88,30.0,65.38,96.1,5.0,500.0,Female,Economics,Good
4.07,26.54,59.83,86.45,8.0,400.0,Male,Mechanical Engineering,Good
1.45,12.35,20.15,61.27,5.0,300.0,Male,Electrical Engineering,At-Risk
4.66,30.0,70.0,93.55,7.0,300.0,Female,Business Administration,Excellent
2.47,8.98,43.63,76.75,7.0,300.0,Male,Economics,Average
3.38,24.03,40.62,89.02,4.0,100.0,Female,Business Administration,Average
0.51,1.59,6.53,45.64,5.0,300.0,Female,Civil Engineering,At-Risk
4.97,17.24,55.01,96.71,6.0,200.0,Male,Civil Engineering,Excellent
1.76,0.0,33.68,49.12,6.0,200.0,Male,Civil Engineering,At-Risk
0.78,0.0,27.43,38.94,4.0,100.0,Male,Business Administration,At-Risk
2.56,18.03,36.51,57.37,7.0,300.0,Male,Mass Communication,Average
1.08,7.05,0.0,49.18,5.0,100.0,Female,Economics,At-Risk
1.19,8.03,21.47,37.02,5.0,500.0,Female,Business Administration,At-Risk
3.35,29.83,39.6,68.23,7.0,500.0,Male,Law,Average
2.27,7.26,26.45,33.67,8.0,500.0,Male,Accounting,At-Risk
4.65,27.75,70.0,100.0,8.0,200.0,Male,Other,Excellent
1.94,13.14,29.14,51.03,8.0,100.0,Female,Economics,At-Risk
3.77,18.93,48.84,79.77,6.0,300.0,Female,Mechanical Engineering,Good
2.57,15.59,30.85,75.48,4.0,400.0,Male,Economics,Average
3.47,12.82,49.58,74.64,5.0,100.0,Female,Law,Average
3.2,26.24,41.51,82.83,5.0,500.0,Male,Mechanical Engineering,Average
2.63,12.36,27.91,49.11,5.0,300.0,Female,Mechanical Engineering,Average
4.78,30.0,64.19,100.0,5.0,500.0,Male,Economics,Excellent
2.04,12.09,31.31,65.38,4.0,100.0,Female,Mass Communication,At-Risk
1.3,12.93,16.74,47.66,4.0,300.0,Female,Civil Engineering,At-Risk
3.55,21.04,38.41,86.87,7.0,300.0,Male,Accounting,Good
4.31,25.69,68.21,70.0,6.0,100.0,Female,Medicine,Good
0.68,1.17,0.0,35.29,4.0,400.0,Female,Medicine,At-Risk
2.52,15.74,31.76,74.72,6.0,500.0,Male,Electrical Engineering,Average
4.52,28.69,58.27,65.52,8.0,300.0,Male,Business Administration,Excellent
3.87,19.32,55.41,82.08,6.0,200.0,Male,Other,Good
4.96,29.15,70.0,94.88,5.0,400.0,Female,Mass Communication,Excellent
2.89,14.3,49.49,84.39,5.0,200.0,Male,Law,Average
3.47,30.0,42.88,55.81,5.0,200.0,Male,Computer Science,Average
1.86,10.72,30.75,68.43,5.0,400.0,Female,Business Administration,At-Risk
4.76,30.0,68.26,81.57,8.0,300.0,Female,Computer Science,Excellent
2.15,11.91,16.39,51.31,8.0,200.0,Female,Civil Engineering,At-Risk
3.82,24.24,68.73,63.66,5.0,300.0,Male,Mass Communication,Good
2.31,7.28,20.89,46.89,8.0,500.0,Female,Business Administration,At-Risk
3.03,15.93,45.75,70.37,8.0,300.0,Male,Electrical Engineering,Average
3.74,23.49,55.47,63.74,4.0,100.0,Male,Medicine,Good
2.79,24.67,41.27,70.89,6.0,500.0,Female,Law,Average
4.58,28.6,60.19,78.35,7.0,400.0,Female,Medicine,Excellent
2.39,21.24,40.03,46.51,6.0,200.0,Female,Law,At-Risk
3.41,23.67,35.28,65.66,6.0,500.0,Male,Medicine,Average
2.04,20.38,28.04,57.85,6.0,500.0,Female,Economics,At-Risk
2.34,13.73,28.2,55.27,7.0,500.0,Male,Mass Communication,At-Risk
2.48,26.83,29.3,60.1,5.0,200.0,Male,Civil Engineering,Average
1.07,3.97,18.36,49.76,6.0,500.0,Male,Accounting,At-Risk
0.91,1.64,21.4,51.78,5.0,500.0,Female,Economics,At-Risk
3.5,14.97,46.31,68.94,8.0,500.0,Male,Medicine,Good
3.45,30.0,54.54,60.96,4.0,300.0,Female,Accounting,Average
3.48,25.0,49.16,72.56,4.0,200.0,Male,Business Administration,Average
0.59,1.86,1.1,41.77,4.0,200.0,Female,Electrical Engineering,At-Risk
1.97,18.06,25.51,39.03,5.0,500.0,Female,Medicine,At-Risk
1.39,11.78,17.07,37.78,7.0,300.0,Female,Electrical Engineering,At-Risk
4.0,30.0,50.45,70.83,8.0,500.0,Male,Accounting,Good
4.37,18.5,64.65,80.4,6.0,300.0,Male,Business Administration,Good
1.61,8.33,24.42,41.71,4.0,300.0,Female,Law,At-Risk
3.51,18.72,36.35,79.13,5.0,100.0,Male,Accounting,Good
1.08,0.0,1.94,26.93,4.0,300.0,Female,Computer Science,At-Risk
1.74,15.73,27.73,35.06,6.0,300.0,Male,Accounting,At-Risk
1.12,5.39,9.21,40.15,7.0,100.0,Female,Mechanical Engineering,At-Risk
1.78,14.35,27.28,49.55,4.0,100.0,Male,Business Administration,At-Risk
3.54,30.0,55.76,57.89,7.0,300.0,Male,Civil Engineering,Good
4.6,25.81,54.18,79.09,5.0,200.0,Male,Electrical Engineering,Excellent
1.41,6.36,8.47,42.93,7.0,400.0,Female,Other,At-Risk
2.94,18.23,54.55,61.34,8.0,300.0,Female,Mechanical Engineering,Average
3.66,26.87,54.0,75.39,7.0,300.0,Male,Accounting,Good
4.79,25.9,63.68,80.84,7.0,100.0,Male,Mass Communication,Excellent
3.25,16.32,37.96,83.72,7.0,300.0,Male,Business Administration,Average
1.65,15.17,18.99,54.66,4.0,300.0,Female,Other,At-Risk
3.31,21.78,36.88,61.7,4.0,300.0,Male,Business Administration,Average
1.94,1.43,34.26,54.25,5.0,200.0,Male,Other,At-Risk
4.89,23.23,62.28,89.95,7.0,100.0,Female,Business Administration,Excellent
2.3,21.3,40.93,69.73,7.0,500.0,Female,Computer Science,At-Risk
3.58,23.52,46.98,67.01,7.0,500.0,Female,Mass Communication,Good
0.6,0.0,0.12,44.93,5.0,500.0,Female,Mass Communication,At-Risk
2.3,12.95,28.79,58.02,8.0,200.0,Female,Other,At-Risk
4.44,26.69,41.14,98.17,6.0,400.0,Female,Electrical Engineering,Good
3.25,23.15,44.48,81.86,5.0,100.0,Female,Mass Communication,Average
2.5,8.2,33.61,61.94,7.0,500.0,Female,Civil Engineering,Average
4.71,24.07,70.0,83.92,4.0,100.0,Female,Mass Communication,Excellent
4.34,27.42,45.71,87.18,6.0,300.0,Male,Other,Good
1.95,11.2,36.59,51.6,7.0,500.0,Female,Mechanical Engineering,At-Risk
2.95,20.56,47.87,82.21,7.0,400.0,Female,Business Administration,Average
2.7,10.08,47.88,63.24,5.0,500.0,Female,Mechanical Engineering,Average
3.34,21.86,46.41,66.08,4.0,300.0,Female,Civil Engineering,Average
2.0,17.48,36.16,49.45,4.0,100.0,Male,Economics,At-Risk
1.6,12.03,10.61,37.06,4.0,100.0,Male,Business Administration,At-Risk
4.61,28.34,70.0,90.85,8.0,100.0,Female,Medicine,Excellent
4.66,27.47,59.03,77.69,7.0,100.0,Female,Medicine,Excellent
4.29,21.6,46.92,92.52,6.0,300.0,Female,Mechanical Engineering,Good
4.9,29.05,59.63,75.89,6.0,100.0,Female,Computer Science,Excellent
3.85,29.41,53.98,77.5,5.0,100.0,Female,Law,Good
3.94,23.05,48.58,88.79,4.0,300.0,Male,Electrical Engineering,Good
3.93,19.14,58.05,55.66,4.0,400.0,Male,Mechanical Engineering,Good
2.66,13.52,22.81,82.14,7.0,400.0,Female,Economics,Average
2.55,16.33,18.74,56.4,4.0,100.0,Male,Mechanical Engineering,Average
1.58,7.62,33.11,50.38,4.0,500.0,Male,Mechanical Engineering,At-Risk
3.4,22.84,54.85,76.53,7.0,300.0,Female,Civil Engineering,Average
1.8,13.43,16.83,58.88,6.0,200.0,Female,Accounting,At-Risk
1.66,14.41,23.22,52.66,6.0,200.0,Male,Mass Communication,At-Risk
3.14,25.94,52.07,77.62,5.0,500.0,Male,Other,Average
2.34,19.05,36.18,63.33,4.0,300.0,Male,Law,At-Risk
1.48,4.24,21.97,65.43,6.0,200.0,Male,Mass Communication,At-Risk
4.17,20.52,67.17,85.29,5.0,300.0,Female,Accounting,Good
4.37,25.86,55.37,100.0,6.0,100.0,Male,Business Administration,Good
1.25,5.27,17.81,54.07,4.0,100.0,Female,Mass Communication,At-Risk
0.53,0.0,7.33,18.35,5.0,200.0,Male,Civil Engineering,At-Risk
2.01,9.87,25.99,80.26,4.0,200.0,Female,Law,At-Risk
4.09,22.16,54.12,73.32,6.0,200.0,Male,Other,Good
4.28,22.3,60.45,96.27,5.0,100.0,Female,Business Administration,Good
1.12,5.16,15.99,43.74,5.0,400.0,Female,Economics,At-Risk
3.98,29.8,47.4,88.43,6.0,100.0,Male,Law,Good
1.02,7.12,20.7,35.36,6.0,200.0,Male,Law,At-Risk
2.26,25.89,23.76,63.32,5.0,500.0,Male,Mechanical Engineering,At-Risk
4.99,30.0,68.17,87.39,7.0,100.0,Male,Other,Excellent
1.37,6.75,16.77,62.19,5.0,200.0,Female,Accounting,At-Risk
1.19,7.18,19.56,48.7,5.0,300.0,Female,Computer Science,At-Risk
